county_fips,county,total_population,total_pop18plus,coronary_heart_disease,diabetes,high_blood_pressure,obesity,smoking,uninsured,svi_county,svi_location,rpl_themes,rpl_theme1,rpl_theme2,rpl_theme3,rpl_theme4,ep_pov150,ep_unemp,ep_nohsdp,ep_uninsur,ep_age65,ep_disabl,ep_minrty,ep_limeng,ep_noveh,ep_groupq
48223,Hopkins,38172,28933,6.55,12.3,51.525,37.6,15.7,16.450000000000003,Hopkins County,"Hopkins County, Texas",0.7525,0.7811,0.7296,0.6449,0.5488,24,4.8,15.1,18.8,18.3,14.3,28.2,2.9,4.1,1.4
48225,Houston,22066,17552,7.75,15.15,54.8,38.2,18,18.35,Houston County,"Houston County, Texas",0.9625,0.9195,0.8699,0.7836,0.9672,33.1,4.5,17.6,16.3,22.1,22.4,40,1.3,7.8,13.7
48227,Howard,30554,23509,6.199999999999999,13.399999999999999,49.9,38.3,15,23.7,Howard County,"Howard County, Texas",0.8816,0.777,0.7684,0.8877,0.9224,24.7,5.2,19,16.6,12.7,16.2,54,5.8,5.2,11.8
48229,Hudspeth,3451,3036,6.9,15.85,49.05,41.05,18.7,37.75,Hudspeth County,"Hudspeth County, Texas",0.9943,0.985,0.8603,0.9863,0.9835,43.7,8.2,45.1,29,11,32.3,83.6,32.1,8.2,26.9
48231,Hunt,113347,85368,6.15,11.75,50.575,36.8,15.3,16.45,Hunt County,"Hunt County, Texas",0.8746,0.825,0.7038,0.6828,0.9322,22.7,5.8,12.3,16.3,15.9,15.4,31.3,2.3,4.8,3
48233,Hutchinson,20033,15111,6.35,11.95,50.425,35.150000000000006,14.9,17,Hutchinson County,"Hutchinson County, Texas",0.3245,0.4416,0.6421,0.6872,0.0452,17.7,4.3,14.1,15.6,17.2,16.6,31.6,1.3,4.2,0.9
48235,Irion,1549,1190,6.25,11.850000000000001,50.85,35.05,12.9,15,Irion County,"Irion County, Texas",0.2962,0.4047,0.2838,0.6389,0.1549,11.7,1.3,11.2,22.2,19.4,13,27.7,0.3,0.6,0
48237,Jack,8875,6909,7,12.600000000000001,51.324999999999996,37.849999999999994,17.6,18.3,Jack County,"Jack County, Texas",0.9418,0.9491,0.7191,0.5927,0.9691,28.4,8.2,20.4,18.6,17.3,13.8,24.1,2.6,10.8,12
48239,Jackson,15221,11330,6.85,13.399999999999999,51.925,37.900000000000006,15.25,20.049999999999997,Jackson County,"Jackson County, Texas",0.8094,0.7385,0.8333,0.8059,0.664,23.2,5.5,19.4,15.3,19.3,15,42.6,3.3,6.7,1.4
48241,Jasper,32694,25039,7.8,14.600000000000001,54.925,41.150000000000006,19.2,15.45,Jasper County,"Jasper County, Texas",0.8737,0.8979,0.6271,0.6223,0.9074,33.8,12.5,12.7,20.1,20.5,13.9,26.3,0.7,5.9,2.9
48243,Jeff Davis,1856,1764,9.350000000000001,17.15,56.975,37.95,14.65,18.65,Jeff Davis County,"Jeff Davis County, Texas",0.4738,0.5046,0.4725,0.5558,0.3602,33,0,14.3,17.2,41.7,15.2,21.9,7.1,2.7,2.1
48245,Jefferson,251496,189667,6.6,14.899999999999999,53.675,41.25,16.15,19.1,Jefferson County,"Jefferson County, Texas",0.9723,0.9313,0.924,0.9259,0.929,29.2,5.4,15.2,20.8,14.9,15.1,61.6,4.8,7.4,6.1
48247,Jim Hogg,4720,3365,8.95,21.5,54.2,45.2,17.7,40.95,Jim Hogg County,"Jim Hogg County, Texas",0.6427,0.8991,0.1941,0.9933,0.2294,48.5,4.5,21.4,27.1,8.4,13.5,90,0.9,4.9,0.9
48249,Jim Wells,38662,28172,7.05,17.1,51.675,40.7,14.75,33.2,Jim Wells County,"Jim Wells County, Texas",0.9491,0.9415,0.9822,0.9847,0.5431,34.6,5.2,21.7,20.2,15.8,17.3,82.3,3.5,7.6,1
48251,Johnson,202906,150832,5.65,11.45,49.5,33.25,14.350000000000001,16.5,Johnson County,"Johnson County, Texas",0.6284,0.5511,0.6083,0.6911,0.6083,18,3.5,13.6,16.5,14,10.8,31.9,3,2.4,1.6
48253,Jones,20381,16924,6.55,12.95,50.675,38.75,17.200000000000003,22.200000000000003,Jones County,"Jones County, Texas",0.5829,0.7722,0.2265,0.8075,0.3633,26.1,4.7,19.2,19.3,15.6,17.4,42.9,1.9,3.6,31.5
48255,Karnes,15018,12017,6.45,14.2,50.225,39.099999999999994,16.1,28,Karnes County,"Karnes County, Texas",0.9367,0.8155,0.6042,0.9491,0.9978,29.7,5.3,23.9,16.3,14.4,13.5,67.2,6.3,8.8,24.9
48257,Kaufman,185690,132239,5.2,11.35,49.3,37.8,13.85,16.8,Kaufman County,"Kaufman County, Texas",0.7089,0.7076,0.7006,0.8225,0.4629,18.4,4.9,13.7,13.6,11.2,10.9,44.3,1.9,3.2,1
48259,Kendall,50537,39429,5.3,9.95,49.425,34.2,10,12,Kendall County,"Kendall County, Texas",0.3411,0.2809,0.4152,0.6624,0.321,11.5,4.8,7.5,12,19.6,11.5,29.8,3.4,2.6,1.3
48261,Kenedy,343,289,7.3500000000000005,16.7,50.925,37.9,15.3,35.8,Kenedy County,"Kenedy County, Texas",0.6678,0.6449,0.9917,1,0.0426,51.7,0,66.7,18.1,36.2,25,98.3,36.4,0,4.3
48263,Kent,734,557,6.2,11.100000000000001,51.2,32.8,11.8,12.7,Kent County,"Kent County, Texas",0.2393,0.1486,0.7531,0.4779,0.146,9.2,5.4,11.5,4.2,37.3,20.1,17.3,0.3,2.8,9.9
48265,Kerr,53915,44017,7.1,12.75,52.599999999999994,34.849999999999994,12.9,16.299999999999997,Kerr County,"Kerr County, Texas",0.7442,0.6322,0.5733,0.7105,0.8393,22.9,3.3,10.3,18.1,27.9,16.1,33.7,1.6,4.4,3.7
48267,Kimble,4442,3628,8,14.15,54.15,37.15,15.3,17.549999999999997,Kimble County,"Kimble County, Texas",0.4948,0.531,0.566,0.6532,0.2714,27.9,0.8,14.7,17.9,28,18.8,29,1.3,4.2,0.8
48269,King,217,168,8.55,14.5,54.625,37.8,17.65,16.55,King County,"King County, Texas",0.4438,0.6764,0.8056,0.7464,0.0092,40.3,4.5,21.3,10.6,13,12.5,37,7.4,0,0
48271,Kinney,3148,2597,7.35,14.5,52.150000000000006,37.599999999999994,12.7,25.65,Kinney County,"Kinney County, Texas",0.6265,0.4855,0.9313,0.9427,0.2364,30.2,1.9,15.4,13.6,24,34,64.8,6.3,3.1,7
48273,Kleberg,30069,22867,6.15,14.7,49.125,38.55,13,28.049999999999997,Kleberg County,"Kleberg County, Texas",0.9924,0.9936,0.8221,0.9819,0.9704,37.6,7.5,17.6,17.3,13.1,14.2,80.2,2.3,6.1,5.6
48275,Knox,3302,2408,7.1,14.05,52.875,37.9,15.8,19.700000000000003,Knox County,"Knox County, Texas",0.6564,0.65,0.9205,0.8171,0.189,29.6,1.6,18.2,16.1,18.6,19.8,43.8,3.2,3.4,4
48277,Lamar,51127,38549,6.949999999999999,13.100000000000001,53,38.6,16.95,14.45,Lamar County,"Lamar County, Texas",0.8536,0.7856,0.9752,0.6373,0.601,26.9,3.9,12.5,19,19.3,18.9,27.6,1.2,7.1,1.5
48279,Lamb,12711,9252,7.1,15.450000000000001,51.85,40.2,15.399999999999999,27.8,Lamb County,"Lamb County, Texas",0.8221,0.6818,0.9885,0.9332,0.3888,30.5,2.8,23.3,25.4,17.1,16.3,62.5,7.7,4.9,1.5
48281,Lampasas,23262,18331,6.55,12.5,51.7,34.95,14.25,15.05,Lampasas County,"Lampasas County, Texas",0.658,0.6774,0.8094,0.6599,0.3474,21.7,5.3,9.7,13.6,20.5,22.9,29.6,0.9,4.4,1.2
48283,La Salle,6537,5295,6.9,16.05,49.475,39.849999999999994,16.15,39.35,La Salle County,"La Salle County, Texas",0.9128,0.9631,0.6557,0.9952,0.7356,33.8,4.2,37.6,19.7,17.3,10.1,91.4,8.2,2.5,13.8
48285,Lavaca,20571,15741,7.050000000000001,12.85,52.875,36.55,14.75,15.899999999999999,Lavaca County,"Lavaca County, Texas",0.5752,0.4184,0.8298,0.6449,0.4823,21.9,3,14.7,10.5,23.7,14.4,28.2,1.5,3.6,2.2
48287,Lee,18240,14389,7.15,13.9,53.225,39.7,16.5,19.15,Lee County,"Lee County, Texas",0.7856,0.6398,0.7677,0.7598,0.7983,26.2,2.8,13.5,13.8,20.5,15.6,38,2.7,4.7,2.5
48289,Leon,16538,12726,7.4,13.350000000000001,53.35,36.3,16.2,16.25,Leon County,"Leon County, Texas",0.6974,0.6233,0.9758,0.6102,0.2673,23.4,5.1,15.4,18.6,23.6,22.5,25.2,2.4,1.9,0.6
48291,Liberty,108272,75346,6.55,13.850000000000001,50.7,40.05,17.8,23.950000000000003,Liberty County,"Liberty County, Texas",0.9739,0.9758,0.8053,0.8139,0.9564,30.1,6.9,21.6,24.5,12.6,16.2,43.4,5.6,4.6,6.6
48293,Limestone,22250,17239,7.35,14.600000000000001,54.175,39.8,16.8,18.55,Limestone County,"Limestone County, Texas",0.9065,0.8196,0.9714,0.8199,0.7152,31.4,3.6,15.4,19.1,20.6,16.8,44.1,2.8,3.9,4.2
48295,Lipscomb,2906,2179,7,13.45,51.75,36.8,14.6,20.65,Lipscomb County,"Lipscomb County, Texas",0.7703,0.6472,0.9835,0.7922,0.3388,22.5,5.9,14.9,19.9,16.7,15.3,40.8,7.9,4.3,1.6
48297,Live Oak,11584,9407,7.65,15.2,52.75,39.900000000000006,17,25.450000000000003,Live Oak County,"Live Oak County, Texas",0.9039,0.7665,0.7267,0.8686,0.9809,31.2,3.6,24.6,18,21.3,16.3,49.5,3.5,6.9,13.2
48299,Llano,22875,19317,7.7,12.899999999999999,54.45,36.25,13.1,13,Llano County,"Llano County, Texas",0.6192,0.6984,0.7731,0.4445,0.3452,21.5,6,8.5,14.8,37.1,21.7,15.7,1.5,3.3,1
48301,Loving,43,30,NA,NA,NA,NA,NA,NA,Loving County,"Loving County, Texas",0.4356,0,0.9866,0.0579,0.9828,7.3,0,3.2,0,35.4,18.8,5.2,6.8,12.5,0
48303,Lubbock,320940,245983,5.5,11.7,48.25,36.25,13.149999999999999,17.700000000000003,Lubbock County,"Lubbock County, Texas",0.8422,0.8177,0.5005,0.8632,0.8613,26.9,4.6,11.7,13.5,12.7,12.9,48.6,1.7,5.6,4.2
48305,Lynn,5761,4156,6.95,14.3,51.5,38.55,15.95,22.15,Lynn County,"Lynn County, Texas",0.6898,0.8317,0.9459,0.8686,0.0442,37,3.6,18.6,16.7,15.8,19.7,49.5,3.1,4.2,1.1
48307,McCulloch,7452,5892,7.3,13.7,52.675,36.55,15.399999999999999,19.5,McCulloch County,"McCulloch County, Texas",0.7897,0.9154,0.8909,0.7607,0.2049,23.6,8.7,20.1,18.9,22.6,21,38.1,2.8,4.8,1.8
48309,McLennan,268583,204435,6,12.35,50.75,35.45,14,16.950000000000003,McLennan County,"McLennan County, Texas",0.8861,0.8521,0.7951,0.8346,0.8333,28.8,4.4,13.1,14.1,14.8,13.4,45.3,3.7,5.2,3.7
48311,McMullen,568,445,8.1,15.95,53.85,38.85,16.3,22.65,McMullen County,"McMullen County, Texas",0.8104,0.6933,0.9952,0.9236,0.2689,41,2.4,11.1,22.1,19.1,16.1,61.2,2.9,3,0
48313,Madison,13742,10656,6.5,13,51.075,37.55,16.65,21.15,Madison County,"Madison County, Texas",0.9131,0.714,0.6914,0.8501,0.9987,22,6.3,21.1,13.3,15.2,16.5,46.6,4.6,8.7,16.3
48315,Marion,9571,7838,8.3,15.450000000000001,56.45,39.1,18.1,14.3,Marion County,"Marion County, Texas",0.7315,0.7821,0.7983,0.6599,0.4088,28.2,10.7,13.3,11.6,27.1,22.3,29.6,1.2,4.9,1.1
48317,Martin,5216,3571,5.45,11.8,48.35,35.8,13.9,22,Martin County,"Martin County, Texas",0.5966,0.6618,0.6437,0.9045,0.2199,19.9,10.2,15.8,14.7,10.5,11.1,57,2.9,0,1.1
48319,Mason,3931,3203,7,12.15,52.525,33.9,11.95,15.05,Mason County,"Mason County, Texas",0.2724,0.3007,0.9115,0.5352,0.0146,13.3,2.8,15.1,11.2,31.2,18.9,20.3,3.4,3.4,0.2
48321,Matagorda,36359,26887,7.1,15.149999999999999,52.975,39.45,15.4,23.1,Matagorda County,"Matagorda County, Texas",0.9758,0.9723,0.9825,0.9122,0.7308,31.2,6.7,18.5,17.3,17.4,17.4,58.6,3.5,6.6,1
48323,Maverick,57762,39943,6.6,17.950000000000003,50.225,44.25,14.5,38.9,Maverick County,"Maverick County, Texas",0.9901,0.9971,0.9023,0.9997,0.8549,38.5,7.1,35.4,28.1,11.8,12.1,97.3,22,7.8,0.5
48325,Medina,54797,42472,6,13.4,50.925,39.55,12.649999999999999,22.1,Medina County,"Medina County, Texas",0.741,0.4018,0.8562,0.9141,0.8209,17.7,2.4,14,13.7,17,18.7,59,3.7,4.7,4.5
48327,Menard,1958,1592,8.100000000000001,14.850000000000001,54.125,37.05,14.5,21.4,Menard County,"Menard County, Texas",0.8606,0.9733,0.8629,0.7693,0.3322,27.2,14.3,22.1,25.4,35.5,29,39,2.8,4.1,2.4
48329,Midland,177108,125208,4.9,11.100000000000001,47.8,35.849999999999994,11.95,19.85,Midland County,"Midland County, Texas",0.7397,0.5867,0.6787,0.9077,0.7318,16.2,3.4,15.6,15.4,10.3,10.8,57.6,5.4,4.7,1.1
48331,Milam,25951,20070,6.95,13.4,52.65,37.2,15.5,18.15,Milam County,"Milam County, Texas",0.798,0.755,0.8648,0.7706,0.5714,23.9,5.8,14.2,16.2,20.7,15.8,39.1,3.6,4,2
48333,Mills,4548,3625,7,12,52.275,33.3,13.2,14,Mills County,"Mills County, Texas",0.4693,0.3283,0.9364,0.6618,0.1616,16.2,2.3,12.1,13.5,28.1,16.1,29.7,1.8,1.6,3.7
48335,Mitchell,9075,7271,6.5,13.4,50.375,38.75,16.35,24.049999999999997,Mitchell County,"Mitchell County, Texas",0.6958,0.5504,0.4206,0.8915,0.8218,27.4,1.4,16.2,25.8,14.3,14.7,54.9,4.1,1.9,16.7
48337,Montague,21598,16711,6.9,11.95,51.725,35,15.9,14.55,Montague County,"Montague County, Texas",0.5959,0.6484,0.8953,0.434,0.2211,21,5.1,12,15.6,21.6,19.8,15.2,0.9,4.6,1.8
48339,Montgomery,711354,528013,5.15,10.9,48.675,31.6,11.7,14.95,Montgomery County,"Montgomery County, Texas",0.5212,0.4451,0.4254,0.7579,0.5358,15.9,4.3,10.2,14.3,13.4,10.1,37.7,4.1,3.3,0.5
48341,Moore,21190,14480,6.5,14.8,50.025,39.05,15.75,29.4,Moore County,"Moore County, Texas",0.882,0.805,0.8358,0.9586,0.8011,26.7,2.5,32.1,21.4,11.2,10.9,69.6,16.8,7.7,0.8
48343,Morris,12066,9326,7.25,14.2,54.675000000000004,39.05,16.95,15.1,Morris County,"Morris County, Texas",0.7792,0.6872,0.9376,0.749,0.5033,26,5.9,12.4,13.5,21.7,20.7,37.2,0.4,5.7,1.3
48345,Motley,1020,819,7.4,12.6,53.05,35.5,14.8,15.75,Motley County,"Motley County, Texas",0.1721,0.3236,0.5889,0.5616,0.0067,15.5,3,14,18.6,31.3,23.1,22.2,0,2.4,0
48347,Nacogdoches,65375,50065,6.6,13.1,51.375,34.3,15.75,17.049999999999997,Nacogdoches County,"Nacogdoches County, Texas",0.9952,0.972,0.9106,0.797,0.9984,34.3,6.6,14.8,15.5,15.3,16.6,41.5,3.6,6,8
48349,Navarro,55635,40762,7,14.4,52.35,38.3,16.85,21.200000000000003,Navarro County,"Navarro County, Texas",0.979,0.9628,0.9685,0.8565,0.8587,30.4,5.6,19.6,18.1,16.6,17.4,47.5,4.8,5.1,2.1
48351,Newton,12039,9669,8.95,16.35,56.475,42.7,22.549999999999997,16.75,Newton County,"Newton County, Texas",0.8463,0.9574,0.4092,0.6128,0.7843,38,10.6,18.1,24.3,22.2,15.4,25.4,0,7.6,1.3
48353,Nolan,14306,10732,7.65,15.25,53.025,40.65,17.5,23.35,Nolan County,"Nolan County, Texas",0.9815,0.9255,0.9981,0.8571,0.8212,34.3,6.6,16.1,17.1,19.2,19.6,47.6,2.8,6.8,2
48355,Nueces,352289,269148,6.1,15.15,51.075,39.85,13.25,24.8,Nueces County,"Nueces County, Texas",0.9351,0.9332,0.7801,0.9666,0.8492,26.4,5.7,15.5,18.1,15,13.1,72,2.6,7,2.4
48357,Ochiltree,9704,6797,6.5,13.8,50.225,39.400000000000006,15.05,26.35,Ochiltree County,"Ochiltree County, Texas",0.8244,0.6863,0.9434,0.9163,0.5765,29.6,1.5,23.7,23.7,10.7,14.3,59.3,15.3,3.3,0.7
48359,Oldham,1783,1398,6.3,12.3,50.65,35.7,15.100000000000001,15.25,Oldham County,"Oldham County, Texas",0.392,0.4496,0.1374,0.7146,0.4184,26.1,1.5,16.5,12.3,12.6,10.6,34.2,1.6,1.6,16.4
48361,Orange,85722,63756,6.25,11.65,51.125,38.3,15.75,13.55,Orange County,"Orange County, Texas",0.6853,0.594,0.8037,0.5476,0.6099,21.2,5.8,10.7,16.3,15.7,16.7,21.4,1.6,5.3,0.9
48363,Palo Pinto,29747,22840,7.05,13,52.05,39.4,16.5,17.15,Palo Pinto County,"Palo Pinto County, Texas",0.8015,0.9106,0.7515,0.6309,0.4738,26.4,7.3,12.5,18.7,19.8,16.5,26.9,1.7,4,1
48365,Panola,22838,17537,6.65,12.55,52.4,37.45,15.8,14.2,Panola County,"Panola County, Texas",0.7331,0.6456,0.8501,0.6389,0.5845,22.8,2.9,16.3,19.9,20.2,16.8,27.7,1.5,3.1,2
48367,Parker,173494,131016,5.5,9.95,49.05,35.25,12.8,12.399999999999999,Parker County,"Parker County, Texas",0.2638,0.321,0.2284,0.5119,0.258,13.9,3.9,9.7,13.8,15.7,12.3,19,1.6,2.8,1.2
48369,Parmer,9617,6935,6.35,14.25,49.825,37.2,13.55,29.05,Parmer County,"Parmer County, Texas",0.6596,0.6437,0.7833,0.9513,0.2797,25.5,2.1,28.9,24.2,15.3,11.6,67.7,11,1.9,0.8
48371,Pecos,14623,11009,6.800000000000001,16.25,50.825,40.05,15.75,31.200000000000003,Pecos County,"Pecos County, Texas",0.9049,0.7474,0.6653,0.9771,0.9885,31.9,1.2,24.1,17.2,13.6,8.5,76.3,4,8.5,15.2
48373,Polk,54186,43059,7.3,13.95,53.05,38.75,18.6,18,Polk County,"Polk County, Texas",0.9208,0.9262,0.8858,0.6532,0.8412,25.9,9.3,18.6,16.7,18.8,24.2,29,2,3.6,7.3
48375,Potter,114647,84112,6.95,14.850000000000001,51.975,41.9,17.4,23.9,Potter County,"Potter County, Texas",0.9889,0.9485,0.8788,0.9052,0.9936,35.4,3.7,22.8,21.5,13.5,13.2,57.3,6.6,8.6,5.8
48377,Presidio,5795,4219,8.9,20,54.425,41.75,15.399999999999999,35.15,Presidio County,"Presidio County, Texas",0.9933,1,0.9669,0.9825,0.7219,46.8,12.3,38.4,33,22.8,15.2,81.3,18.1,13.9,0.1
48379,Rains,12986,10414,6.95,12.2,52.55,35.7,14.75,12.95,Rains County,"Rains County, Texas",0.4706,0.3318,0.9185,0.4636,0.2615,19.3,2.3,12.6,16.3,24,20.2,16.6,2.2,4.1,0.5
48381,Randall,148255,113132,5.35,10.4,48.9,35.25,12.1,14.1,Randall County,"Randall County, Texas",0.3519,0.2154,0.3751,0.6936,0.4839,15.6,2.8,6.1,9.6,15.4,10.6,32.1,0.8,2.8,1.9
48383,Reagan,3141,2250,5.800000000000001,14.1,49.675,38.900000000000006,13,27.25,Reagan County,"Reagan County, Texas",0.5052,0.5794,0.4276,0.979,0.1919,18,8.7,11.9,17,8.4,5.1,77.5,2.1,0.7,0.7
48385,Real,2854,2328,8.45,15.45,55.15,38.25,16.7,19.3,Real County,"Real County, Texas",0.783,0.5523,0.9806,0.6309,0.6392,37.6,1.6,10.9,19.8,34.1,30.5,26.9,1.9,3.7,4.2
48387,Red River,11678,9261,8.1,14.7,55.425,38.6,17.95,14.8,Red River County,"Red River County, Texas",0.6895,0.7945,0.6783,0.6287,0.3796,30.8,3.8,14.9,18.9,25.9,16.8,26.8,1.7,3.4,1.6
48389,Reeves,11770,8503,6.9,17.55,50.45,40.85,15.75,37.4,Reeves County,"Reeves County, Texas",0.9548,0.9389,0.7035,0.9809,0.9462,34.1,7,29.2,16.7,12.4,11,79.4,11.8,5,8.2
48391,Refugio,6666,5209,7.4,15.8,53.15,39.900000000000006,15.25,25,Refugio County,"Refugio County, Texas",0.9653,0.91,0.9962,0.9201,0.7133,27.4,5.6,16.2,15.8,22.3,23.7,60,1.2,9.5,2.3
48393,Roberts,840,631,5.85,10.25,50.05,33.75,12.55,11.35,Roberts County,"Roberts County, Texas",0.0576,0.1406,0.0067,0.4741,0.2437,15.8,0.5,8.2,13.1,14.1,12,17.1,0,7.8,0
48395,Robertson,17267,13118,6.95,13.850000000000001,53.5,37.95,15.85,17.85,Robertson County,"Robertson County, Texas",0.8546,0.707,0.9793,0.8199,0.6322,21.4,8.7,14.7,13.4,20.3,18.7,44.1,1.6,7.9,1.2
48397,Rockwall,131307,96606,4.45,9.05,47.75,34.75,9.85,11.5,Rockwall County,"Rockwall County, Texas",0.1164,0.0913,0.28,0.7066,0.0875,7,3.9,5.7,8.7,12.4,7.7,33.3,1.3,1.8,0.6
48399,Runnels,9868,7542,6.8,13.25,51.55,36,14.5,19.8,Runnels County,"Runnels County, Texas",0.5148,0.4922,0.985,0.7821,0.0242,23.5,3,17.1,15.4,20.6,19,39.9,2.7,2.4,2.1
48401,Rusk,53079,41108,6.6,13.05,52.650000000000006,37.5,16.200000000000003,17.15,Rusk County,"Rusk County, Texas",0.7973,0.7486,0.7464,0.7537,0.7248,24.4,5.5,15.8,15.8,16.8,15.4,37.5,2.5,3.9,9.4
48403,Sabine,10106,8293,8.3,13.850000000000001,55.2,35.65,16.75,13.25,Sabine County,"Sabine County, Texas",0.5609,0.8839,0.4868,0.4537,0.1327,29.8,8.4,13.1,13.2,30,26.3,16,0,4.5,1.1
48405,San Augustine,7833,6232,9.8,18.049999999999997,58.4,43.7,22.35,18.25,San Augustine County,"San Augustine County, Texas",0.9885,0.9793,0.944,0.6828,0.972,41.1,10.3,17.7,21.6,28.2,24.7,31.3,2.6,11.7,3.1
48407,San Jacinto,28936,22772,7.7,14.549999999999999,54.1,39.05,17.75,18.200000000000003,San Jacinto County,"San Jacinto County, Texas",0.8091,0.9329,0.875,0.6347,0.2965,28.9,7.1,14.4,20,21.8,21.8,27.3,3.2,3.2,0.5
48409,San Patricio,70660,52520,6.4,14.65,51.55,41.3,14.45,25.15,San Patricio County,"San Patricio County, Texas",0.92490000000000006,0.846,0.9761,0.9354,0.7101,28.3,4.4,17.7,16.9,15.1,19.1,63.1,2.5,6.7,1
48411,San Saba,5845,4743,7.199999999999999,13.1,51.675000000000004,36.4,15.5,20.85,San Saba County,"San Saba County, Texas",0.6389,0.6977,0.6561,0.7521,0.3522,26.6,3.8,14.2,22.7,22.7,19,37.4,2.8,2,11
48413,Schleicher,2391,1809,6.45,13.350000000000001,50.65,36.2,12.45,23.1,Schleicher County,"Schleicher County, Texas",0.5803,0.7401,0.762,0.9052,0.0735,21.1,6.9,18,24.8,25.6,12.7,57.3,4.7,4.1,0.3
48415,Scurry,16212,11981,6.300000000000001,13,50.3,38.35,14.399999999999999,21.55,Scurry County,"Scurry County, Texas",0.5332,0.5202,0.4846,0.8686,0.3548,27.8,2.2,15.6,19.1,15,15.4,49.5,2.9,0.9,11.5
48417,Shackelford,3229,2477,6.1,10.9,50.7,33.8,12.65,11.850000000000001,Shackelford County,"Shackelford County, Texas",0.3936,0.511,0.2119,0.4445,0.3872,18.1,7.2,6.5,14.2,19.7,17.6,15.7,0,5.6,1.4
48419,Shelby,24179,17790,7.65,15.049999999999999,54.475,41.2,18.7,19.299999999999997,Shelby County,"Shelby County, Texas",0.8778,0.77,0.9481,0.7751,0.7598,33.2,4,18.3,20.4,17.8,15.4,39.4,3.6,6.3,0.8
48421,Sherman,2678,1950,5.95,12.05,49.35,35.55,12.45,21.299999999999997,Sherman County,"Sherman County, Texas",0.6309,0.4757,0.9485,0.833,0.2654,16.6,1.5,27.9,15.4,16.3,18.9,45.2,4.1,1.1,1.4
48423,Smith,245209,186274,6,12.45,51.45,37.7,13.8,15.45,Smith County,"Smith County, Texas",0.8234,0.7334,0.7916,0.797,0.7735,21.8,4.7,12.4,17.2,17,12.4,41.5,3.8,4.3,2.7
48425,Somervell,9888,7756,6.050000000000001,11.05,50.45,34.099999999999994,13.350000000000001,13.9,Somervell County,"Somervell County, Texas",0.5135,0.2959,0.6468,0.5597,0.6853,13.8,3.9,7.1,12.7,18.4,11.7,22.1,1.6,2.9,4.2
48427,Starr,65934,44621,7.699999999999999,20.25,51.45,45.4,17.25,43.6,Starr County,"Starr County, Texas",0.9905,0.9978,0.9682,0.999,0.7197,50.4,11.5,39.1,33.1,11.5,15.5,96.8,22.7,10.7,0.9
48429,Stephens,9343,7416,6.9,12.8,51.425,36.65,15.95,18.75,Stephens County,"Stephens County, Texas",0.9898,0.9768,0.9539,0.6806,0.9752,27.8,8.6,16.7,17.5,19.6,18,31.2,3.2,9.3,4.8
48431,Sterling,1397,980,4.8,9.95,47.425000000000004,33.2,11.2,15.8,Sterling County,"Sterling County, Texas",0.1419,0.1794,0.2447,0.7156,0.0636,11,0,9.9,22.6,13.1,8,34.3,2.4,0,2.6
48433,Stonewall,1218,955,7.65,13.65,53.7,36.25,15.55,17.799999999999997,Stonewall County,"Stonewall County, Texas",0.2994,0.4769,0.2214,0.6449,0.132,23,1.8,19.1,18.2,20.3,14.5,28.2,0.1,2.4,3.2
48435,Sutton,3221,2454,7.1499999999999995,15.7,51.925000000000004,38.45,14.2,27.9,Sutton County,"Sutton County, Texas",0.7687,0.7448,0.8145,0.9777,0.4283,29.5,4.7,20,16.2,13.2,6.4,76.4,4.4,2.5,0.7
48437,Swisher,6955,5305,7.699999999999999,16.05,53.025,40.95,17.950000000000003,26.65,Swisher County,"Swisher County, Texas",0.9103,0.95,0.7766,0.9096,0.713,41.5,5.2,22.1,20.4,17.3,16.1,57.9,5.3,8.1,9.2
48439,Tarrant,2182947,1635353,5.1,11.55,48.1,33.150000000000006,12.649999999999999,16.9,Tarrant County,"Tarrant County, Texas",0.7585,0.7792,0.6707,0.8982,0.5017,19.6,4.9,12.9,16.9,11.7,9.8,56.1,5.3,4.4,1.3
48441,Taylor,146836,110949,5.65,11.25,49.375,35,13.4,15.75,Taylor County,"Taylor County, Texas",0.7591,0.6363,0.7289,0.7655,0.7353,24.6,2.4,10,15.5,14.6,14.7,38.7,2,4.6,4.8
48443,Terrell,687,556,6.199999999999999,12.7,51.724999999999994,34.05,9.6,17.15,Terrell County,"Terrell County, Texas",0.0859,0.0767,0.6812,0.8533,0.0025,7,0,6.3,10.1,34.2,26.7,47,1.5,3.2,0
48445,Terry,11547,8240,7.199999999999999,15.75,51.7,40.95,16.9,29.45,Terry County,"Terry County, Texas",0.9828,0.9625,0.9462,0.9325,0.9128,36.4,4.8,24,21.8,14.8,14,62.4,8.2,7.9,6.7
48447,Throckmorton,1526,1159,7.85,13.2,53.925000000000004,35.9,15.4,13.649999999999999,Throckmorton County,"Throckmorton County, Texas",0.1581,0.4375,0.2428,0.4496,0.0143,28.4,2.5,9.8,26.5,25.5,14.9,15.8,0.9,2.5,0
48449,Titus,31357,22569,7,14.8,52.1,38.7,16.7,25.15,Titus County,"Titus County, Texas",0.8995,0.8956,0.9227,0.9052,0.6252,32.6,4,22.4,19.8,14.5,13,57.3,9.6,4.7,0.8
