county_fips,svi_county,svi_location,rpl_themes,rpl_theme1,rpl_theme2,rpl_theme3,rpl_theme4,ep_pov150,ep_unemp,ep_nohsdp,ep_uninsur,ep_age65,ep_disabl,ep_minrty,ep_limeng,ep_noveh,ep_groupq
48323,Maverick County,"Maverick County, Texas",0.9901,0.9971,0.9023,0.9997,0.8549,38.5,7.1,35.4,28.1,11.8,12.1,97.3,22,7.8,0.5
48325,Medina County,"Medina County, Texas",0.741,0.4018,0.8562,0.9141,0.8209,17.7,2.4,14,13.7,17,18.7,59,3.7,4.7,4.5
48327,Menard County,"Menard County, Texas",0.8606,0.9733,0.8629,0.7693,0.3322,27.2,14.3,22.1,25.4,35.5,29,39,2.8,4.1,2.4
48329,Midland County,"Midland County, Texas",0.7397,0.5867,0.6787,0.9077,0.7318,16.2,3.4,15.6,15.4,10.3,10.8,57.6,5.4,4.7,1.1
48331,Milam County,"Milam County, Texas",0.798,0.755,0.8648,0.7706,0.5714,23.9,5.8,14.2,16.2,20.7,15.8,39.1,3.6,4,2
48333,Mills County,"Mills County, Texas",0.4693,0.3283,0.9364,0.6618,0.1616,16.2,2.3,12.1,13.5,28.1,16.1,29.7,1.8,1.6,3.7
48335,Mitchell County,"Mitchell County, Texas",0.6958,0.5504,0.4206,0.8915,0.8218,27.4,1.4,16.2,25.8,14.3,14.7,54.9,4.1,1.9,16.7
48337,Montague County,"Montague County, Texas",0.5959,0.6484,0.8953,0.434,0.2211,21,5.1,12,15.6,21.6,19.8,15.2,0.9,4.6,1.8
48339,Montgomery County,"Montgomery County, Texas",0.5212,0.4451,0.4254,0.7579,0.5358,15.9,4.3,10.2,14.3,13.4,10.1,37.7,4.1,3.3,0.5
48341,Moore County,"Moore County, Texas",0.882,0.805,0.8358,0.9586,0.8011,26.7,2.5,32.1,21.4,11.2,10.9,69.6,16.8,7.7,0.8
48343,Morris County,"Morris County, Texas",0.7792,0.6872,0.9376,0.749,0.5033,26,5.9,12.4,13.5,21.7,20.7,37.2,0.4,5.7,1.3
48345,Motley County,"Motley County, Texas",0.1721,0.3236,0.5889,0.5616,0.0067,15.5,3,14,18.6,31.3,23.1,22.2,0,2.4,0
48347,Nacogdoches County,"Nacogdoches County, Texas",0.9952,0.972,0.9106,0.797,0.9984,34.3,6.6,14.8,15.5,15.3,16.6,41.5,3.6,6,8
48349,Navarro County,"Navarro County, Texas",0.979,0.9628,0.9685,0.8565,0.8587,30.4,5.6,19.6,18.1,16.6,17.4,47.5,4.8,5.1,2.1
48351,Newton County,"Newton County, Texas",0.8463,0.9574,0.4092,0.6128,0.7843,38,10.6,18.1,24.3,22.2,15.4,25.4,0,7.6,1.3
48353,Nolan County,"Nolan County, Texas",0.9815,0.9255,0.9981,0.8571,0.8212,34.3,6.6,16.1,17.1,19.2,19.6,47.6,2.8,6.8,2
48355,Nueces County,"Nueces County, Texas",0.9351,0.9332,0.7801,0.9666,0.8492,26.4,5.7,15.5,18.1,15,13.1,72,2.6,7,2.4
48357,Ochiltree County,"Ochiltree County, Texas",0.8244,0.6863,0.9434,0.9163,0.5765,29.6,1.5,23.7,23.7,10.7,14.3,59.3,15.3,3.3,0.7
48359,Oldham County,"Oldham County, Texas",0.392,0.4496,0.1374,0.7146,0.4184,26.1,1.5,16.5,12.3,12.6,10.6,34.2,1.6,1.6,16.4
48361,Orange County,"Orange County, Texas",0.6853,0.594,0.8037,0.5476,0.6099,21.2,5.8,10.7,16.3,15.7,16.7,21.4,1.6,5.3,0.9
48363,Palo Pinto County,"Palo Pinto County, Texas",0.8015,0.9106,0.7515,0.6309,0.4738,26.4,7.3,12.5,18.7,19.8,16.5,26.9,1.7,4,1
48365,Panola County,"Panola County, Texas",0.7331,0.6456,0.8501,0.6389,0.5845,22.8,2.9,16.3,19.9,20.2,16.8,27.7,1.5,3.1,2
48367,Parker County,"Parker County, Texas",0.2638,0.321,0.2284,0.5119,0.258,13.9,3.9,9.7,13.8,15.7,12.3,19,1.6,2.8,1.2
48369,Parmer County,"Parmer County, Texas",0.6596,0.6437,0.7833,0.9513,0.2797,25.5,2.1,28.9,24.2,15.3,11.6,67.7,11,1.9,0.8
48371,Pecos County,"Pecos County, Texas",0.9049,0.7474,0.6653,0.9771,0.9885,31.9,1.2,24.1,17.2,13.6,8.5,76.3,4,8.5,15.2
48373,Polk County,"Polk County, Texas",0.9208,0.9262,0.8858,0.6532,0.8412,25.9,9.3,18.6,16.7,18.8,24.2,29,2,3.6,7.3
48375,Potter County,"Potter County, Texas",0.9889,0.9485,0.8788,0.9052,0.9936,35.4,3.7,22.8,21.5,13.5,13.2,57.3,6.6,8.6,5.8
48377,Presidio County,"Presidio County, Texas",0.9933,1,0.9669,0.9825,0.7219,46.8,12.3,38.4,33,22.8,15.2,81.3,18.1,13.9,0.1
48379,Rains County,"Rains County, Texas",0.4706,0.3318,0.9185,0.4636,0.2615,19.3,2.3,12.6,16.3,24,20.2,16.6,2.2,4.1,0.5
48381,Randall County,"Randall County, Texas",0.3519,0.2154,0.3751,0.6936,0.4839,15.6,2.8,6.1,9.6,15.4,10.6,32.1,0.8,2.8,1.9
48383,Reagan County,"Reagan County, Texas",0.5052,0.5794,0.4276,0.979,0.1919,18,8.7,11.9,17,8.4,5.1,77.5,2.1,0.7,0.7
48385,Real County,"Real County, Texas",0.783,0.5523,0.9806,0.6309,0.6392,37.6,1.6,10.9,19.8,34.1,30.5,26.9,1.9,3.7,4.2
48387,Red River County,"Red River County, Texas",0.6895,0.7945,0.6783,0.6287,0.3796,30.8,3.8,14.9,18.9,25.9,16.8,26.8,1.7,3.4,1.6
48389,Reeves County,"Reeves County, Texas",0.9548,0.9389,0.7035,0.9809,0.9462,34.1,7,29.2,16.7,12.4,11,79.4,11.8,5,8.2
48391,Refugio County,"Refugio County, Texas",0.9653,0.91,0.9962,0.9201,0.7133,27.4,5.6,16.2,15.8,22.3,23.7,60,1.2,9.5,2.3
48393,Roberts County,"Roberts County, Texas",0.0576,0.1406,0.0067,0.4741,0.2437,15.8,0.5,8.2,13.1,14.1,12,17.1,0,7.8,0
48395,Robertson County,"Robertson County, Texas",0.8546,0.707,0.9793,0.8199,0.6322,21.4,8.7,14.7,13.4,20.3,18.7,44.1,1.6,7.9,1.2
48397,Rockwall County,"Rockwall County, Texas",0.1164,0.0913,0.28,0.7066,0.0875,7,3.9,5.7,8.7,12.4,7.7,33.3,1.3,1.8,0.6
48399,Runnels County,"Runnels County, Texas",0.5148,0.4922,0.985,0.7821,0.0242,23.5,3,17.1,15.4,20.6,19,39.9,2.7,2.4,2.1
48401,Rusk County,"Rusk County, Texas",0.7973,0.7486,0.7464,0.7537,0.7248,24.4,5.5,15.8,15.8,16.8,15.4,37.5,2.5,3.9,9.4
48403,Sabine County,"Sabine County, Texas",0.5609,0.8839,0.4868,0.4537,0.1327,29.8,8.4,13.1,13.2,30,26.3,16,0,4.5,1.1
48405,San Augustine County,"San Augustine County, Texas",0.9885,0.9793,0.944,0.6828,0.972,41.1,10.3,17.7,21.6,28.2,24.7,31.3,2.6,11.7,3.1
48407,San Jacinto County,"San Jacinto County, Texas",0.8091,0.9329,0.875,0.6347,0.2965,28.9,7.1,14.4,20,21.8,21.8,27.3,3.2,3.2,0.5
48409,San Patricio County,"San Patricio County, Texas",0.92490000000000006,0.846,0.9761,0.9354,0.7101,28.3,4.4,17.7,16.9,15.1,19.1,63.1,2.5,6.7,1
48411,San Saba County,"San Saba County, Texas",0.6389,0.6977,0.6561,0.7521,0.3522,26.6,3.8,14.2,22.7,22.7,19,37.4,2.8,2,11
48413,Schleicher County,"Schleicher County, Texas",0.5803,0.7401,0.762,0.9052,0.0735,21.1,6.9,18,24.8,25.6,12.7,57.3,4.7,4.1,0.3
48415,Scurry County,"Scurry County, Texas",0.5332,0.5202,0.4846,0.8686,0.3548,27.8,2.2,15.6,19.1,15,15.4,49.5,2.9,0.9,11.5
48417,Shackelford County,"Shackelford County, Texas",0.3936,0.511,0.2119,0.4445,0.3872,18.1,7.2,6.5,14.2,19.7,17.6,15.7,0,5.6,1.4
48419,Shelby County,"Shelby County, Texas",0.8778,0.77,0.9481,0.7751,0.7598,33.2,4,18.3,20.4,17.8,15.4,39.4,3.6,6.3,0.8
48421,Sherman County,"Sherman County, Texas",0.6309,0.4757,0.9485,0.833,0.2654,16.6,1.5,27.9,15.4,16.3,18.9,45.2,4.1,1.1,1.4
48423,Smith County,"Smith County, Texas",0.8234,0.7334,0.7916,0.797,0.7735,21.8,4.7,12.4,17.2,17,12.4,41.5,3.8,4.3,2.7
48425,Somervell County,"Somervell County, Texas",0.5135,0.2959,0.6468,0.5597,0.6853,13.8,3.9,7.1,12.7,18.4,11.7,22.1,1.6,2.9,4.2
48427,Starr County,"Starr County, Texas",0.9905,0.9978,0.9682,0.999,0.7197,50.4,11.5,39.1,33.1,11.5,15.5,96.8,22.7,10.7,0.9
48429,Stephens County,"Stephens County, Texas",0.9898,0.9768,0.9539,0.6806,0.9752,27.8,8.6,16.7,17.5,19.6,18,31.2,3.2,9.3,4.8
48431,Sterling County,"Sterling County, Texas",0.1419,0.1794,0.2447,0.7156,0.0636,11,0,9.9,22.6,13.1,8,34.3,2.4,0,2.6
48433,Stonewall County,"Stonewall County, Texas",0.2994,0.4769,0.2214,0.6449,0.132,23,1.8,19.1,18.2,20.3,14.5,28.2,0.1,2.4,3.2
48435,Sutton County,"Sutton County, Texas",0.7687,0.7448,0.8145,0.9777,0.4283,29.5,4.7,20,16.2,13.2,6.4,76.4,4.4,2.5,0.7
48437,Swisher County,"Swisher County, Texas",0.9103,0.95,0.7766,0.9096,0.713,41.5,5.2,22.1,20.4,17.3,16.1,57.9,5.3,8.1,9.2
48439,Tarrant County,"Tarrant County, Texas",0.7585,0.7792,0.6707,0.8982,0.5017,19.6,4.9,12.9,16.9,11.7,9.8,56.1,5.3,4.4,1.3
48441,Taylor County,"Taylor County, Texas",0.7591,0.6363,0.7289,0.7655,0.7353,24.6,2.4,10,15.5,14.6,14.7,38.7,2,4.6,4.8
48443,Terrell County,"Terrell County, Texas",0.0859,0.0767,0.6812,0.8533,0.0025,7,0,6.3,10.1,34.2,26.7,47,1.5,3.2,0
48445,Terry County,"Terry County, Texas",0.9828,0.9625,0.9462,0.9325,0.9128,36.4,4.8,24,21.8,14.8,14,62.4,8.2,7.9,6.7
48447,Throckmorton County,"Throckmorton County, Texas",0.1581,0.4375,0.2428,0.4496,0.0143,28.4,2.5,9.8,26.5,25.5,14.9,15.8,0.9,2.5,0
48449,Titus County,"Titus County, Texas",0.8995,0.8956,0.9227,0.9052,0.6252,32.6,4,22.4,19.8,14.5,13,57.3,9.6,4.7,0.8
48451,Tom Green County,"Tom Green County, Texas",0.8113,0.6204,0.7957,0.8673,0.8304,21.1,3.2,13.4,13.8,15.9,14.2,49.3,2.6,4.7,5
48453,Travis County,"Travis County, Texas",0.5702,0.5527,0.0935,0.882,0.7805,17.3,4.2,9.2,12.5,10.4,9,52.3,5.1,5.5,2.1
48455,Trinity County,"Trinity County, Texas",0.9185,0.8552,0.9879,0.574,0.7518,26.9,7,13.6,17.3,26.4,23.2,22.9,1.6,9.7,1.1
48457,Tyler County,"Tyler County, Texas",0.9319,0.8842,0.9103,0.5501,0.951,29.9,12.6,17.4,15.9,22.1,25.2,21.6,1.2,7,10.7
48459,Upshur County,"Upshur County, Texas",0.6017,0.6841,0.7817,0.5425,0.259,27.9,4.3,13.4,16.4,18.3,20,20.9,1,3.9,1.2
48461,Upton County,"Upton County, Texas",0.77,0.6876,0.7092,0.9185,0.6567,30.1,4.7,21,11.8,16.4,10.2,59.7,3.6,6,2
48463,Uvalde County,"Uvalde County, Texas",0.9911,0.9065,0.9968,0.9749,0.9364,34.7,3.2,23.9,19.3,16.3,19.6,75.2,7.1,7.2,2.9
48465,Val Verde County,"Val Verde County, Texas",0.9437,0.8371,0.9329,0.9889,0.8877,31.3,3.4,26.5,20.6,13.9,13.7,85.6,12.4,4.8,4
48467,Van Zandt County,"Van Zandt County, Texas",0.5714,0.6538,0.7633,0.4948,0.265,23.3,3.1,14,17.7,20.1,15.3,18,1.5,2.9,1
48469,Victoria County,"Victoria County, Texas",0.9198,0.8606,0.8937,0.9052,0.8377,26.2,5.2,16.2,16.4,16.4,15.3,57.3,2.8,7.2,1.5
48471,Walker County,"Walker County, Texas",0.9392,0.9755,0.1161,0.8225,0.9997,32.8,7,14.7,15,13.5,11.6,44.3,2.3,6.7,21.4
48473,Waller County,"Waller County, Texas",0.8317,0.7868,0.5262,0.9176,0.8514,21.1,6.1,13.3,18.3,11.5,11.1,59.5,4.9,3.6,8.3
48475,Ward County,"Ward County, Texas",0.7235,0.6548,0.8412,0.9345,0.3987,23.7,5.5,19.8,12,13.4,12.9,62.6,4.8,3.9,1
48477,Washington County,"Washington County, Texas",0.6522,0.4467,0.4601,0.7585,0.8826,18.3,2.7,10.3,13.4,21.7,14.2,37.8,1.9,6,6.7
48479,Webb County,"Webb County, Texas",0.9831,0.9917,0.917,0.9987,0.8034,34,5.9,30.9,28.4,9.7,13.1,96.7,18.5,6.2,1.1
48481,Wharton County,"Wharton County, Texas",0.9456,0.9141,0.9319,0.9045,0.8078,26.3,5.7,18.7,19,17.2,15.1,57,5.1,6.4,1.6
48483,Wheeler County,"Wheeler County, Texas",0.9045,0.9036,0.986,0.6828,0.5377,29.9,6.6,14.2,22.3,20,16.3,31.3,5.4,7,1.6
48485,Wichita County,"Wichita County, Texas",0.8167,0.7372,0.6876,0.741,0.8416,24.9,4.2,12.5,14.7,14.9,16,36.4,1.6,6.6,9.4
48487,Wilbarger County,"Wilbarger County, Texas",0.9561,0.9691,0.8906,0.8272,0.7938,39.4,9.3,21.6,11.4,17.8,24.8,44.6,3.3,5.5,7.8
48489,Willacy County,"Willacy County, Texas",0.985,0.9892,0.91,0.993,0.8428,42.9,8.7,32.5,28.3,14.6,15.1,89.9,9.1,5.6,6.2
48491,Williamson County,"Williamson County, Texas",0.3207,0.2701,0.4009,0.8199,0.2275,11.1,4.4,5.9,9.7,12.6,10,44.1,2.9,2.6,0.7
48493,Wilson County,"Wilson County, Texas",0.2972,0.2351,0.2402,0.833,0.3363,15.8,3.4,9.2,12.2,16.2,12.3,45.2,2.3,2.2,1
48495,Winkler County,"Winkler County, Texas",0.4448,0.3958,0.3252,0.9523,0.3388,16.3,2.3,27.5,18.7,13.6,9.1,68,8.9,5.6,1.2
48497,Wise County,"Wise County, Texas",0.5422,0.4483,0.79,0.6128,0.3923,16.9,4.3,13,16.2,15.2,15.8,25.4,3.6,1.6,1.3
48499,Wood County,"Wood County, Texas",0.7655,0.7124,0.847,0.5011,0.6771,21.9,5.3,13.9,15.1,26.9,20,18.4,1.7,5.5,3.6
48501,Yoakum County,"Yoakum County, Texas",0.587,0.622,0.5918,0.9644,0.2472,23.2,3.9,31.5,19.8,10,9,71.5,11.9,2.4,0.3
48503,Young County,"Young County, Texas",0.5345,0.4639,0.9535,0.5892,0.1575,22.9,2.6,11.9,18.9,20.9,15.4,23.8,3.4,5.1,1.5
48505,Zapata County,"Zapata County, Texas",0.9968,0.9901,0.9809,0.9984,0.9014,49.8,8.1,34.4,26.9,13.7,16.2,95.6,20.7,9.7,0.9
48507,Zavala County,"Zavala County, Texas",0.909,0.8813,0.9905,0.9978,0.4292,49.7,5.8,27.4,12.2,16.1,17,94.5,5.9,4.9,0.7
