counties,avg_diabetes,avg_obesity,avg_smoking,avg_high_blood_pressure,avg_uninsured,avg_svi
254,13.60296442687747,37.58122529644269,14.909090909090908,51.52391304347826,20.694861660079052,0.706484251968504
