diabetes,obesity,smoking,uninsured,ep_pov150,ep_unemp,ep_nohsdp,rpl_themes
1,0.848841807916719,0.5978069391393303,0.8225561369895427,0.8513404915975555,0.27446211175790125,0.6851286062231612,0.5771264651157108
0.848841807916719,1,0.6507836924629756,0.7292417405354623,0.7638829513746304,0.3136385968002263,0.5965609042908206,0.6233993672433714
0.5978069391393303,0.6507836924629756,1,0.2837494933362915,0.6778280274816422,0.3415665332248585,0.37600868898858164,0.5046669875097992
0.8225561369895427,0.7292417405354623,0.2837494933362915,1,0.6659366298892329,0.15544256047651456,0.8481286471003138,0.532681025994995
0.8513404915975555,0.7638829513746304,0.6778280274816422,0.6659366298892329,1,0.3135797912520909,0.6217146585999423,0.6655481493916284
0.27446211175790125,0.3136385968002263,0.3415665332248585,0.15544256047651456,0.3135797912520909,1,0.12679457913320283,0.46972440276625455
0.6851286062231612,0.5965609042908206,0.37600868898858164,0.8481286471003138,0.6217146585999423,0.12679457913320283,1,0.4732373756930028
0.5771264651157108,0.6233993672433714,0.5046669875097992,0.532681025994995,0.6655481493916284,0.46972440276625455,0.4732373756930028,1
